Location,Year,Age,Sex,Cause,Measure,Value,Lower bound,Upper bound
SubSaharan Africa,2015,Under 5 years,Both,Cardiomyopathy and myocarditis,Percent of total DALYs,0.000743225,0.000567018,0.000904239
SubSaharan Africa,2015,Under 5 years,Both,Atrial fibrillation and flutter,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Aortic aneurysm,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Peripheral vascular disease,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Endocarditis,Percent of total DALYs,0.000510025,0.000318122,0.000726538
SubSaharan Africa,2015,Under 5 years,Both,Other cardiovascular and circulatory diseases,Percent of total DALYs,0.002028281,0.001760887,0.002331578
SubSaharan Africa,2015,Under 5 years,Both,Chronic obstructive pulmonary disease,Percent of total DALYs,0.000982677,0.00067199,0.001392029
SubSaharan Africa,2015,Under 5 years,Both,Pneumoconiosis,Percent of total DALYs,1.21E-06,7.30E-07,1.80E-06
SubSaharan Africa,2015,Under 5 years,Both,Asthma,Percent of total DALYs,0.00222161,0.001710292,0.002880676
SubSaharan Africa,2015,Under 5 years,Both,Other chronic respiratory diseases,Percent of total DALYs,0.001106666,0.000759018,0.001580934
SubSaharan Africa,2015,Under 5 years,Both,Peptic ulcer disease,Percent of total DALYs,0.000421529,0.000181366,0.001043288
SubSaharan Africa,2015,Under 5 years,Both,Gastritis and duodenitis,Percent of total DALYs,0.000230694,0.000128772,0.000424331
SubSaharan Africa,2015,Under 5 years,Both,Appendicitis,Percent of total DALYs,0.000707893,0.000277891,0.001832624
SubSaharan Africa,2015,Under 5 years,Both,Paralytic ileus and intestinal obstruction,Percent of total DALYs,0.001128287,0.000566405,0.002580727
SubSaharan Africa,2015,Under 5 years,Both,"Inguinal, femoral, and abdominal hernia",Percent of total DALYs,0.000107609,4.03E-05,0.00022096
SubSaharan Africa,2015,Under 5 years,Both,Inflammatory bowel disease,Percent of total DALYs,0.000291127,0.00012338,0.000723974
SubSaharan Africa,2015,Under 5 years,Both,Vascular intestinal disorders,Percent of total DALYs,8.22E-05,4.11E-05,0.00016462
SubSaharan Africa,2015,Under 5 years,Both,Gallbladder and biliary diseases,Percent of total DALYs,0.000202047,7.77E-05,0.000510635
SubSaharan Africa,2015,Under 5 years,Both,Pancreatitis,Percent of total DALYs,1.52E-05,7.83E-06,3.00E-05
SubSaharan Africa,2015,Under 5 years,Both,Other digestive diseases,Percent of total DALYs,0.000632671,0.000339994,0.001212803
SubSaharan Africa,2015,Under 5 years,Both,Alzheimer disease and other dementias,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Parkinson disease,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Epilepsy,Percent of total DALYs,0.002611339,0.001833583,0.003440646
SubSaharan Africa,2015,Under 5 years,Both,Multiple sclerosis,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Migraine,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Medication overuse headache,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Motor neuron disease,Percent of total DALYs,4.30E-05,1.79E-05,6.24E-05
SubSaharan Africa,2015,Under 5 years,Both,Other neurological disorders,Percent of total DALYs,0.0002931,0.000187218,0.000479379
SubSaharan Africa,2015,Under 5 years,Both,Schizophrenia,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Alcohol use disorders,Percent of total DALYs,3.56E-06,2.21E-06,5.49E-06
SubSaharan Africa,2015,Under 5 years,Both,Drug use disorders,Percent of total DALYs,2.07E-06,1.69E-06,2.68E-06
SubSaharan Africa,2015,Under 5 years,Both,Depressive disorders,Percent of total DALYs,1.67E-06,7.09E-07,3.17E-06
SubSaharan Africa,2015,Under 5 years,Both,Bipolar disorder,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Anxiety disorders,Percent of total DALYs,5.59E-05,3.40E-05,8.30E-05
SubSaharan Africa,2015,Under 5 years,Both,Eating disorders,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Autistic spectrum disorders,Percent of total DALYs,0.000615353,0.000408759,0.000879671
SubSaharan Africa,2015,Under 5 years,Both,Conduct disorder,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Other mental and substance use disorders,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Diabetes mellitus,Percent of total DALYs,0.000141911,0.000110099,0.000171463
SubSaharan Africa,2015,Under 5 years,Both,Acute glomerulonephritis,Percent of total DALYs,7.79E-06,6.60E-06,9.42E-06
SubSaharan Africa,2015,Under 5 years,Both,Chronic kidney disease,Percent of total DALYs,0.001434293,0.001216055,0.001703974
SubSaharan Africa,2015,Under 5 years,Both,Urinary diseases and male infertility,Percent of total DALYs,0.001252784,0.000852456,0.001661893
SubSaharan Africa,2015,Under 5 years,Both,Gynecological diseases,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Hemoglobinopathies and hemolytic anemias,Percent of total DALYs,0.023201422,0.013944145,0.041970758
SubSaharan Africa,2015,Under 5 years,Both,Rheumatoid arthritis,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Osteoarthritis,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Low back and neck pain,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Gout,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Other musculoskeletal disorders,Percent of total DALYs,0,0,0
SubSaharan Africa,2015,Under 5 years,Both,Congenital anomalies,Percent of total DALYs,0.060258935,0.050445861,0.079103219
SubSaharan Africa,2015,Under 5 years,Both,Skin and subcutaneous diseases,Percent of total DALYs,0.005210556,0.003817131,0.006969999
SubSaharan Africa,2015,Under 5 years,Both,Sense organ diseases,Percent of total DALYs,0.001331924,0.000848956,0.001932403
SubSaharan Africa,2015,Under 5 years,Both,Oral disorders,Percent of total DALYs,5.15E-05,2.18E-05,0.000104314
SubSaharan Africa,2015,Under 5 years,Both,Sudden infant death syndrome,Percent of total DALYs,0.001978523,0.001375478,0.00330856
SubSaharan Africa,2015,Under 5 years,Both,Road injuries,Percent of total DALYs,0.006100936,0.004800934,0.007678652
SubSaharan Africa,2015,Under 5 years,Both,Other transport injuries,Percent of total DALYs,0.000689624,0.000423483,0.000987593
SubSaharan Africa,2015,Under 5 years,Both,Falls,Percent of total DALYs,0.002574783,0.001845207,0.003707475
SubSaharan Africa,2015,Under 5 years,Both,Drowning,Percent of total DALYs,0.006499766,0.004782136,0.008616018
SubSaharan Africa,2015,Under 5 years,Both,"Fire, heat, and hot substances",Percent of total DALYs,0.004621804,0.003730718,0.005578327
SubSaharan Africa,2015,Under 5 years,Both,Poisonings,Percent of total DALYs,0.004122199,0.001321093,0.008040306
SubSaharan Africa,2015,Under 5 years,Both,Adverse effects of medical treatment,Percent of total DALYs,0.003019286,0.001599684,0.004084175
SubSaharan Africa,2015,Under 5 years,Both,Animal contact,Percent of total DALYs,0.001690525,0.001114026,0.002123607
SubSaharan Africa,2015,Under 5 years,Both,Foreign body,Percent of total DALYs,0.005915822,0.003451007,0.008721459
SubSaharan Africa,2015,Under 5 years,Both,Other unintentional injuries,Percent of total DALYs,0.001592779,0.00130237,0.001889228
SubSaharan Africa,2015,Under 5 years,Both,Self-harm,Percent of total DALYs,1.83E-06,1.16E-06,2.64E-06
SubSaharan Africa,2015,Under 5 years,Both,Interpersonal violence,Percent of total DALYs,0.001062902,0.000787022,0.001490612
SubSaharan Africa,2015,Under 5 years,Both,Collective violence and legal intervention,Percent of total DALYs,0.001017478,0.000424182,0.001822976
SubSaharan Africa,2015,Under 5 years,Both,Ebola,Percent of total DALYs,0.000134758,0.00010727,0.000162972
