Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
East Asia & Pacific - WB,2015,5-14 years,Both,Prostate cancer,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Colon and rectum cancer,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Lip and oral cavity cancer,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Nasopharynx cancer,Percent of total DALYs,0.00026089,0.000202573,0.000334777
East Asia & Pacific - WB,2015,5-14 years,Both,Other pharynx cancer,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Gallbladder and biliary tract cancer,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Pancreatic cancer,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Malignant skin melanoma,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Non-melanoma skin cancer,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Ovarian cancer,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Testicular cancer,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Kidney cancer,Percent of total DALYs,0.000730268,0.000578026,0.000908101
East Asia & Pacific - WB,2015,5-14 years,Both,Bladder cancer,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Brain and nervous system cancer,Percent of total DALYs,0.009240051,0.007130335,0.01150741
East Asia & Pacific - WB,2015,5-14 years,Both,Thyroid cancer,Percent of total DALYs,8.39174E-05,0.000059645,0.000106588
East Asia & Pacific - WB,2015,5-14 years,Both,Mesothelioma,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Hodgkin lymphoma,Percent of total DALYs,0.000319473,0.000243739,0.000425824
East Asia & Pacific - WB,2015,5-14 years,Both,Non-Hodgkin lymphoma,Percent of total DALYs,0.002895782,0.002251784,0.003658831
East Asia & Pacific - WB,2015,5-14 years,Both,Multiple myeloma,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Leukemia,Percent of total DALYs,0.024128496,0.019089083,0.029767665
East Asia & Pacific - WB,2015,5-14 years,Both,Other neoplasms,Percent of total DALYs,0.007353872,0.005855191,0.009050907
East Asia & Pacific - WB,2015,5-14 years,Both,Rheumatic heart disease,Percent of total DALYs,0.005248031,0.004478523,0.006134574
East Asia & Pacific - WB,2015,5-14 years,Both,Ischemic heart disease,Percent of total DALYs,0.000825275,0.000672962,0.001003895
East Asia & Pacific - WB,2015,5-14 years,Both,Cerebrovascular disease,Percent of total DALYs,0.007328275,0.005960579,0.008709715
East Asia & Pacific - WB,2015,5-14 years,Both,Hypertensive heart disease,Percent of total DALYs,0.000123211,0.00009505,0.000153424
East Asia & Pacific - WB,2015,5-14 years,Both,Cardiomyopathy and myocarditis,Percent of total DALYs,0.002943507,0.002340898,0.003563168
East Asia & Pacific - WB,2015,5-14 years,Both,Atrial fibrillation and flutter,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Aortic aneurysm,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Peripheral vascular disease,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Endocarditis,Percent of total DALYs,0.000674581,0.00051997,0.000880122
East Asia & Pacific - WB,2015,5-14 years,Both,Other cardiovascular and circulatory diseases,Percent of total DALYs,0.013454011,0.010295767,0.017388283
East Asia & Pacific - WB,2015,5-14 years,Both,Chronic obstructive pulmonary disease,Percent of total DALYs,0.003648598,0.00290005,0.004526883
East Asia & Pacific - WB,2015,5-14 years,Both,Pneumoconiosis,Percent of total DALYs,0.000233571,0.000148561,0.000335419
East Asia & Pacific - WB,2015,5-14 years,Both,Asthma,Percent of total DALYs,0.038321613,0.028048474,0.050138746
East Asia & Pacific - WB,2015,5-14 years,Both,Interstitial lung disease and pulmonary sarcoidosis,Percent of total DALYs,0.000167281,0.000132138,0.000209522
East Asia & Pacific - WB,2015,5-14 years,Both,Other chronic respiratory diseases,Percent of total DALYs,0.001152635,0.000815478,0.001522783
East Asia & Pacific - WB,2015,5-14 years,Both,Cirrhosis and other chronic liver diseases due to hepatitis B,Percent of total DALYs,9.35492E-05,6.67766E-05,0.000126626
East Asia & Pacific - WB,2015,5-14 years,Both,Cirrhosis and other chronic liver diseases due to hepatitis C,Percent of total DALYs,3.59807E-05,0.000023487,0.000051342
East Asia & Pacific - WB,2015,5-14 years,Both,Cirrhosis and other chronic liver diseases due to alcohol use,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Cirrhosis and other chronic liver diseases due to other causes,Percent of total DALYs,0.002527676,0.001991369,0.003228315
East Asia & Pacific - WB,2015,5-14 years,Both,Peptic ulcer disease,Percent of total DALYs,0.000818502,0.000726852,0.000940948
East Asia & Pacific - WB,2015,5-14 years,Both,Gastritis and duodenitis,Percent of total DALYs,0.002968059,0.002495878,0.003460309
East Asia & Pacific - WB,2015,5-14 years,Both,Appendicitis,Percent of total DALYs,0.001323613,0.001028388,0.001673284
East Asia & Pacific - WB,2015,5-14 years,Both,Paralytic ileus and intestinal obstruction,Percent of total DALYs,0.002070866,0.001466961,0.002799848
East Asia & Pacific - WB,2015,5-14 years,Both,"Inguinal, femoral, and abdominal hernia",Percent of total DALYs,0.000247187,0.000180608,0.000348476
East Asia & Pacific - WB,2015,5-14 years,Both,Inflammatory bowel disease,Percent of total DALYs,0.000657123,0.000525106,0.000799736
East Asia & Pacific - WB,2015,5-14 years,Both,Vascular intestinal disorders,Percent of total DALYs,2.68159E-05,2.02381E-05,3.46338E-05
East Asia & Pacific - WB,2015,5-14 years,Both,Gallbladder and biliary diseases,Percent of total DALYs,0.000281035,0.000226215,0.000345783
East Asia & Pacific - WB,2015,5-14 years,Both,Pancreatitis,Percent of total DALYs,0.000262706,0.000205952,0.000326157
East Asia & Pacific - WB,2015,5-14 years,Both,Other digestive diseases,Percent of total DALYs,0.001476166,0.001222734,0.001930535
East Asia & Pacific - WB,2015,5-14 years,Both,Alzheimer disease and other dementias,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Parkinson disease,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Epilepsy,Percent of total DALYs,0.013478586,0.010798255,0.016701195
East Asia & Pacific - WB,2015,5-14 years,Both,Multiple sclerosis,Percent of total DALYs,3.38774E-05,2.18199E-05,4.96059E-05
East Asia & Pacific - WB,2015,5-14 years,Both,Migraine,Percent of total DALYs,0.015496837,0.009319804,0.023755082
East Asia & Pacific - WB,2015,5-14 years,Both,Tension-type headache,Percent of total DALYs,0.001097352,0.000525202,0.001940803
East Asia & Pacific - WB,2015,5-14 years,Both,Medication overuse headache,Percent of total DALYs,0.001205964,0.000737281,0.001815904
East Asia & Pacific - WB,2015,5-14 years,Both,Motor neuron disease,Percent of total DALYs,0.000100584,8.15413E-05,0.000121072
East Asia & Pacific - WB,2015,5-14 years,Both,Other neurological disorders,Percent of total DALYs,0.001595268,0.00123321,0.001978809
East Asia & Pacific - WB,2015,5-14 years,Both,Schizophrenia,Percent of total DALYs,0.000164372,7.82049E-05,0.000282727
East Asia & Pacific - WB,2015,5-14 years,Both,Alcohol use disorders,Percent of total DALYs,0.000626408,0.000428982,0.000892571
East Asia & Pacific - WB,2015,5-14 years,Both,Drug use disorders,Percent of total DALYs,0.000293505,0.000199828,0.000402759
East Asia & Pacific - WB,2015,5-14 years,Both,Depressive disorders,Percent of total DALYs,0.012798234,0.00843101,0.017857605
East Asia & Pacific - WB,2015,5-14 years,Both,Bipolar disorder,Percent of total DALYs,0.001767449,0.001035834,0.002744259
East Asia & Pacific - WB,2015,5-14 years,Both,Anxiety disorders,Percent of total DALYs,0.029027878,0.020085132,0.039397579
East Asia & Pacific - WB,2015,5-14 years,Both,Eating disorders,Percent of total DALYs,0.00117591,0.000816848,0.001630966
East Asia & Pacific - WB,2015,5-14 years,Both,Autistic spectrum disorders,Percent of total DALYs,0.017907896,0.013719644,0.022638191
East Asia & Pacific - WB,2015,5-14 years,Both,Attention-deficit/hyperactivity disorder,Percent of total DALYs,0.003404825,0.002306936,0.004618562
East Asia & Pacific - WB,2015,5-14 years,Both,Conduct disorder,Percent of total DALYs,0.031766261,0.020412679,0.045607674
East Asia & Pacific - WB,2015,5-14 years,Both,Idiopathic developmental intellectual disability,Percent of total DALYs,0.00702286,0.003704148,0.01079157
East Asia & Pacific - WB,2015,5-14 years,Both,Other mental and substance use disorders,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Diabetes mellitus,Percent of total DALYs,0.002125937,0.001785344,0.002543361
East Asia & Pacific - WB,2015,5-14 years,Both,Acute glomerulonephritis,Percent of total DALYs,0.000384286,0.000226527,0.000497808
East Asia & Pacific - WB,2015,5-14 years,Both,Chronic kidney disease,Percent of total DALYs,0.006180693,0.005285576,0.007220043
East Asia & Pacific - WB,2015,5-14 years,Both,Urinary diseases and male infertility,Percent of total DALYs,0.001041152,0.000838751,0.00133939
East Asia & Pacific - WB,2015,5-14 years,Both,Gynecological diseases,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Hemoglobinopathies and hemolytic anemias,Percent of total DALYs,0.040175766,0.034756611,0.045696625
East Asia & Pacific - WB,2015,5-14 years,Both,"Endocrine, metabolic, blood, and immune disorders",Percent of total DALYs,0.008094029,0.007338063,0.008841147
East Asia & Pacific - WB,2015,5-14 years,Both,Rheumatoid arthritis,Percent of total DALYs,0.001919192,0.00141931,0.00249805
East Asia & Pacific - WB,2015,5-14 years,Both,Osteoarthritis,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Low back and neck pain,Percent of total DALYs,0.016017161,0.012446121,0.020417755
East Asia & Pacific - WB,2015,5-14 years,Both,Gout,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Other musculoskeletal disorders,Percent of total DALYs,0.005667042,0.004213085,0.007664708
East Asia & Pacific - WB,2015,5-14 years,Both,Congenital anomalies,Percent of total DALYs,0.036434072,0.027491193,0.046618914
East Asia & Pacific - WB,2015,5-14 years,Both,Skin and subcutaneous diseases,Percent of total DALYs,0.092511939,0.067764033,0.12447364
East Asia & Pacific - WB,2015,5-14 years,Both,Sense organ diseases,Percent of total DALYs,0.032722242,0.024506088,0.041715433
East Asia & Pacific - WB,2015,5-14 years,Both,Oral disorders,Percent of total DALYs,0.006313855,0.004126382,0.009060799
East Asia & Pacific - WB,2015,5-14 years,Both,Sudden infant death syndrome,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,5-14 years,Both,Road injuries,Percent of total DALYs,0.049327802,0.039927503,0.06054929
East Asia & Pacific - WB,2015,5-14 years,Both,Other transport injuries,Percent of total DALYs,0.00260628,0.002078476,0.003328413
East Asia & Pacific - WB,2015,5-14 years,Both,Falls,Percent of total DALYs,0.014733314,0.012347092,0.017018
East Asia & Pacific - WB,2015,5-14 years,Both,Drowning,Percent of total DALYs,0.059631127,0.047323604,0.073371528
East Asia & Pacific - WB,2015,5-14 years,Both,"Fire, heat, and hot substances",Percent of total DALYs,0.003062968,0.002581808,0.003623292
East Asia & Pacific - WB,2015,5-14 years,Both,Poisonings,Percent of total DALYs,0.004271082,0.002953323,0.005304291
East Asia & Pacific - WB,2015,5-14 years,Both,Exposure to mechanical forces,Percent of total DALYs,0.006863426,0.005035265,0.008376541
East Asia & Pacific - WB,2015,5-14 years,Both,Adverse effects of medical treatment,Percent of total DALYs,0.003174238,0.002621287,0.003843297
East Asia & Pacific - WB,2015,5-14 years,Both,Animal contact,Percent of total DALYs,0.001916772,0.001555246,0.002365434
East Asia & Pacific - WB,2015,5-14 years,Both,Foreign body,Percent of total DALYs,0.00394422,0.003193557,0.004766859
East Asia & Pacific - WB,2015,5-14 years,Both,Other unintentional injuries,Percent of total DALYs,0.004831365,0.004217198,0.005548148
East Asia & Pacific - WB,2015,5-14 years,Both,Self-harm,Percent of total DALYs,0.004385534,0.003448635,0.00577507
East Asia & Pacific - WB,2015,5-14 years,Both,Interpersonal violence,Percent of total DALYs,0.005979117,0.004743251,0.007739428
East Asia & Pacific - WB,2015,5-14 years,Both,Exposure to forces of nature,Percent of total DALYs,0.001167401,0.000412711,0.002481357
East Asia & Pacific - WB,2015,5-14 years,Both,Collective violence and legal intervention,Percent of total DALYs,0.000100332,4.60175E-05,0.000159703
East Asia & Pacific - WB,2015,5-14 years,Both,Maternal deaths aggravated by HIV/AIDS,Percent of total DALYs,1.08E-08,4.74E-09,2.54E-08
East Asia & Pacific - WB,2015,5-14 years,Both,Environmental heat and cold exposure,Percent of total DALYs,0.000887624,0.000772832,0.001021452
East Asia & Pacific - WB,2015,5-14 years,Both,Ebola,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,15-49 years,Both,Tuberculosis,Percent of total DALYs,0.017462224,0.013947195,0.021047822
East Asia & Pacific - WB,2015,15-49 years,Both,HIV/AIDS,Percent of total DALYs,0.017473542,0.012742648,0.027651381
East Asia & Pacific - WB,2015,15-49 years,Both,Diarrheal diseases,Percent of total DALYs,0.003430613,0.003008741,0.003920042
East Asia & Pacific - WB,2015,15-49 years,Both,Intestinal infectious diseases,Percent of total DALYs,0.002685855,0.001374108,0.004700484
East Asia & Pacific - WB,2015,15-49 years,Both,Lower respiratory infections,Percent of total DALYs,0.007832034,0.006387952,0.009282397
East Asia & Pacific - WB,2015,15-49 years,Both,Upper respiratory infections,Percent of total DALYs,0.002137166,0.001276652,0.003446664
East Asia & Pacific - WB,2015,15-49 years,Both,Otitis media,Percent of total DALYs,0.001469928,0.001023242,0.001997912
East Asia & Pacific - WB,2015,15-49 years,Both,Meningitis,Percent of total DALYs,0.002545832,0.002068783,0.002897449
East Asia & Pacific - WB,2015,15-49 years,Both,Encephalitis,Percent of total DALYs,0.001264993,0.001096848,0.001454829
East Asia & Pacific - WB,2015,15-49 years,Both,Diphtheria,Percent of total DALYs,3.61751E-06,1.92741E-06,6.3589E-06
East Asia & Pacific - WB,2015,15-49 years,Both,Whooping cough,Percent of total DALYs,1.92063E-05,5.03927E-06,5.85927E-05
East Asia & Pacific - WB,2015,15-49 years,Both,Tetanus,Percent of total DALYs,0.000437351,0.000288888,0.000684568
East Asia & Pacific - WB,2015,15-49 years,Both,Measles,Percent of total DALYs,0.000116442,1.38713E-05,0.000605214
East Asia & Pacific - WB,2015,15-49 years,Both,Varicella and herpes zoster,Percent of total DALYs,0.000186124,0.000133312,0.000250877
East Asia & Pacific - WB,2015,15-49 years,Both,Malaria,Percent of total DALYs,0.002498772,0.001814997,0.003513565
East Asia & Pacific - WB,2015,15-49 years,Both,Chagas disease,Percent of total DALYs,1.24E-07,8.47E-08,1.69E-07
East Asia & Pacific - WB,2015,15-49 years,Both,Leishmaniasis,Percent of total DALYs,2.96084E-05,1.89228E-05,4.86133E-05
East Asia & Pacific - WB,2015,15-49 years,Both,African trypanosomiasis,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,15-49 years,Both,Schistosomiasis,Percent of total DALYs,0.000094304,6.39709E-05,0.000185641
East Asia & Pacific - WB,2015,15-49 years,Both,Cysticercosis,Percent of total DALYs,5.00603E-05,3.53986E-05,6.54176E-05
East Asia & Pacific - WB,2015,15-49 years,Both,Cystic echinococcosis,Percent of total DALYs,0.000102316,8.40428E-05,0.000122597
East Asia & Pacific - WB,2015,15-49 years,Both,Lymphatic filariasis,Percent of total DALYs,0.001089322,0.000642721,0.001658586
East Asia & Pacific - WB,2015,15-49 years,Both,Onchocerciasis,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,15-49 years,Both,Trachoma,Percent of total DALYs,3.41768E-05,2.24904E-05,5.09602E-05
East Asia & Pacific - WB,2015,15-49 years,Both,Dengue,Percent of total DALYs,0.001898393,0.00112254,0.004122309
East Asia & Pacific - WB,2015,15-49 years,Both,Yellow fever,Percent of total DALYs,0,0,0
East Asia & Pacific - WB,2015,15-49 years,Both,Rabies,Percent of total DALYs,0.00018977,0.000142769,0.00024235
East Asia & Pacific - WB,2015,15-49 years,Both,Intestinal nematode infections,Percent of total DALYs,0.002892456,0.001735291,0.00443022
East Asia & Pacific - WB,2015,15-49 years,Both,Food-borne trematodiases,Percent of total DALYs,0.005550969,0.002885814,0.010091987
East Asia & Pacific - WB,2015,15-49 years,Both,Other neglected tropical diseases,Percent of total DALYs,0.000487621,0.000356138,0.000736614
East Asia & Pacific - WB,2015,15-49 years,Both,Maternal hemorrhage,Percent of total DALYs,0.001623451,0.001239654,0.00210531
East Asia & Pacific - WB,2015,15-49 years,Both,Maternal sepsis and other maternal infections,Percent of total DALYs,0.000325933,0.000240056,0.000433252
East Asia & Pacific - WB,2015,15-49 years,Both,Maternal hypertensive disorders,Percent of total DALYs,0.001008589,0.000774008,0.001312864
East Asia & Pacific - WB,2015,15-49 years,Both,Maternal obstructed labor and uterine rupture,Percent of total DALYs,0.000129418,0.000093998,0.000170718
